snapped_at,price,market_cap,total_volume
2019-04-07 00:00:00 UTC,0.9792748896120468,88720625.12110493,37992489.429523356
2019-04-08 00:00:00 UTC,0.9750738018165804,90423001.80205278,39311732.68046924
2019-04-09 00:00:00 UTC,0.9703575002352549,90216442.97122979,40537413.40226236
2019-04-10 00:00:00 UTC,0.9606754064186228,89992415.64185469,37524513.27453105
2019-04-11 00:00:00 UTC,0.9635619659094397,90223016.49969496,36381975.44641238
2019-04-12 00:00:00 UTC,0.960500328889569,89161985.50507948,38322567.61205696
2019-04-13 00:00:00 UTC,0.9643570555478281,89787130.11822419,37956897.63267905
2019-04-14 00:00:00 UTC,0.9728797469351533,90542310.22350825,41538817.835572325
2019-04-15 00:00:00 UTC,0.9798610109574497,90426750.80151635,43331299.614097856
2019-04-16 00:00:00 UTC,0.9686635028809641,87148736.11304863,3557071.95267207
2019-04-17 00:00:00 UTC,0.9764993234499848,87761419.52180403,2907707.398990461
2019-04-18 00:00:00 UTC,0.9771256065407491,88446066.52153394,2620280.7799479677
2019-04-19 00:00:00 UTC,0.9816759201564407,88008764.48730391,41176849.519188955
2019-04-20 00:00:00 UTC,0.9772717029114473,86663899.86524406,39512554.164473325
2019-04-21 00:00:00 UTC,0.9781320090307687,85943623.86963668,219992044.95453984
2019-04-22 00:00:00 UTC,0.9814438444982915,86257799.1545982,41185519.51781563
2019-04-23 00:00:00 UTC,0.9808760634117925,86007720.10395417,35803710.74700866
2019-04-24 00:00:00 UTC,0.9808078270434274,86137967.27249947,31084701.335377585
2019-04-25 00:00:00 UTC,0.9748973343939422,85514376.95665868,31260126.058360092
2019-04-26 00:00:00 UTC,0.9831855910005807,84531180.44601634,31423849.576341823
2019-04-27 00:00:00 UTC,1.028648812573308,87821456.1283035,49129120.10958876
2019-04-28 00:00:00 UTC,1.0151573346827616,85960488.22053823,16617997.948947664
2019-04-29 00:00:00 UTC,1.020887409914842,86529156.4639428,17543355.166057665
2019-04-30 00:00:00 UTC,1.0371189182939549,87345968.70034236,17815074.248052377
2019-05-01 00:00:00 UTC,1.0376182283011703,87257671.2377635,17117817.67941882
2019-05-02 00:00:00 UTC,1.0331956498653403,86630974.11284707,16337987.894907199
2019-05-03 00:00:00 UTC,1.041040479522648,87091082.29439718,21587261.720258966
2019-05-04 00:00:00 UTC,1.0345883446715292,86118849.25119019,27325782.647645902
2019-05-05 00:00:00 UTC,1.0360083115278467,86111195.73520835,63054706.42643766
2019-05-06 00:00:00 UTC,1.0370696559543195,86174186.64520502,24429658.615232676
2019-05-07 00:00:00 UTC,1.0404812344329346,85755721.49542353,22812690.607075054
2019-05-08 00:00:00 UTC,1.0310322208637153,85063200.51733945,23743333.073841654
2019-05-09 00:00:00 UTC,1.034542939279078,85002589.38728851,25218016.92506199
2019-05-10 00:00:00 UTC,1.0102388290999533,83383963.85633743,21381576.40132413
2019-05-11 00:00:00 UTC,0.9984719438187454,82239967.9570734,22036715.645283546
